fecha;mes;unidad;tipo;categoria;descripcion;detalle;area;medio;monto;estado
2026-07-10;JULIO26;V. OBLIGADO;EGRESO;SERVICIO TERCIARIZADO;LAUTARO;SEMANA AYUDANTE LAUTARO;DEPOSITO/LOG;E;-188535.91;CLASIFICADO
2026-07-10;JULIO26;V. OBLIGADO;EGRESO;SERVICIO TERCIARIZADO;LAUTARO;SEMANA AYUDANTE LAUTARO;DEPOSITO/LOG;E;-105000.0;CLASIFICADO
2026-07-10;JULIO26;V. OBLIGADO;EGRESO;SERVICIO TERCIARIZADO;LUIS;SEMANA AYUDANTE LUIS;DEPOSITO/LOG;E;-227500.0;CLASIFICADO
2026-07-10;JULIO26;V. OBLIGADO;EGRESO;SERVICIO TERCIARIZADO;LUIS;SEMANA AYUDANTE LUIS;DEPOSITO/LOG;E;-105000.0;CLASIFICADO
2026-07-10;JULIO26;V. OBLIGADO;EGRESO;SERVICIO TERCIARIZADO;OCAMPO;SEMANA AYUDANTE OCAMPO;DEPOSITO/LOG;E;-149152.85;CLASIFICADO
2026-07-10;JULIO26;V. OBLIGADO;EGRESO;SERVICIO TERCIARIZADO;OCAMPO;SEMANA AYUDANTE OCAMPO;DEPOSITO/LOG;E;-105000.0;CLASIFICADO
2026-07-10;JULIO26;V. OBLIGADO;EGRESO;VEHICULOS SERV/REPARACIONES;GIACONE2;MANTENIMIENTO GIACONE;DEPOSITO/LOG;E;-308600.0;CLASIFICADO
2026-07-13;JULIO26;CALLAO;EGRESO;APORTES;CARGA Y DESCARGA;SINDICATO;NEGOCIO;E;-650000.0;CLASIFICADO
2026-07-13;JULIO26;CALLAO;EGRESO;GASTOS VARIOS;GASTO3;GASTOS VARIOS VTAS;VENTAS;E;-10500.0;CLASIFICADO
2026-07-13;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA1;RETIRO DE RECAUDACIÓN;NEGOCIO;E;-1000000.0;CLASIFICADO
2026-07-13;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA1;RETIRO DE RECAUDACIÓN;NEGOCIO;E;-21500.0;CLASIFICADO
2026-07-13;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA1;RETIRO DE RECAUDACIÓN;NEGOCIO;E;-500000.0;CLASIFICADO
2026-07-13;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA2;MOVIMIENTOS DE BANCO;NEGOCIO;T;-550000.0;CLASIFICADO
2026-07-13;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA8;RETIROS MERCADERIA GERARDO;NEGOCIO;E;-36508.2;CLASIFICADO
2026-07-13;JULIO26;CALLAO;EGRESO;GERENCIA;SUELDO EXTRA;MOV DE BANCO;NEGOCIO;T;-805000.0;CLASIFICADO
2026-07-13;JULIO26;CALLAO;EGRESO;GERENCIA;SUELDO EXTRA;MOV DE BANCO;NEGOCIO;T;-374000.0;CLASIFICADO
2026-07-13;JULIO26;CALLAO;EGRESO;IMPUESTO;MUNICIPIO;MUN DE ROSARIO;NEGOCIO;T;-66232.85;CLASIFICADO
2026-07-13;JULIO26;CALLAO;EGRESO;MANTENIMIENTO/REPARACIONES;FUMISUR1;FUMIGACION FUMISUR;NEGOCIO;E;-48400.0;CLASIFICADO
2026-07-13;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;ILOLAY;ILOLAY;NEGOCIO;T;-952617.22;CLASIFICADO
2026-07-13;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;ONNEG;ONNEG;NEGOCIO;T;-1645398.76;CLASIFICADO
2026-07-13;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;ORALI;CUENTA CORRIENTE;NEGOCIO;T;-1391666.02;CLASIFICADO
2026-07-13;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;E;-8723400.0;CLASIFICADO
2026-07-13;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;T;-4900000.0;CLASIFICADO
2026-07-13;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R1;COBRANZA REPARTO 1;DEPOSITO/LOG;E/T;4266839.35;CLASIFICADO
2026-07-13;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R2;COBRANZA REPARTO 2;DEPOSITO/LOG;E/T;3392445.36;CLASIFICADO
2026-07-13;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R3;COBRANZA REPARTO 3;DEPOSITO/LOG;E/T;4744828.7;CLASIFICADO
2026-07-13;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V26;COBRANZA V26;VENTAS;E/T;5274414.28;CLASIFICADO
2026-07-13;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V28;COBRANZA V28;VENTAS;T;1393265.03;CLASIFICADO
2026-07-13;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V30;COBRANZA V30;VENTAS;E/T;11933606.01;CLASIFICADO
2026-07-13;JULIO26;V. OBLIGADO;EGRESO;MANTENIMIENTO/REPARACIONES;FUMISUR2;FUMIGACION FUMISUR;NEGOCIO;E;-48400.0;CLASIFICADO
2026-07-13;JULIO26;V. OBLIGADO;EGRESO;SERVICIOS;AGUA2;AGUA SANTAFESINA;NEGOCIO;T;-87561.96;CLASIFICADO
2026-07-13;JULIO26;V. OBLIGADO;EGRESO;SERVICIOS;NUBENET;INTERNET;NEGOCIO;T;-19900.0;CLASIFICADO
2026-07-14;JULIO26;CALLAO;EGRESO;GASTOS BANCARIOS;PRESTAMO;CUOTA PRESTAMO BCO MACRO;NEGOCIO;T;-5921043.57;CLASIFICADO
2026-07-14;JULIO26;CALLAO;EGRESO;GASTOS VARIOS;GASTO1;GASTOS VARIOS ADMIN;ADMINISTRACION;E;-1300.0;CLASIFICADO
2026-07-14;JULIO26;CALLAO;EGRESO;IMPUESTOS;DBCR 25413;TASA GRAL S/DB;NEGOCIO;T;-246551.09;CLASIFICADO
2026-07-14;JULIO26;CALLAO;EGRESO;IMPUESTOS;IIBB;INGRESOS BRUTOS;NEGOCIO;T;-755668.83;CLASIFICADO
2026-07-14;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;CHESS;CHESS;NEGOCIO;T;-1247594.88;CLASIFICADO
2026-07-14;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;ILOLAY;ILOLAY;NEGOCIO;T;-1310980.43;CLASIFICADO
2026-07-14;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;T;-6000000.0;CLASIFICADO
2026-07-14;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;T;-3800000.0;CLASIFICADO
2026-07-14;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;CANTEROS;JORNAL;DEPOSITO/LOG;T;-70200.0;CLASIFICADO
2026-07-14;JULIO26;CALLAO;INGRESO;GERENCIA;GERENCIA2;MOVIMIENTOS DE BANCO;NEGOCIO;ECHEQ;26711646.22;CLASIFICADO
2026-07-14;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R1;COBRANZA REPARTO 1;DEPOSITO/LOG;E/T;4511391.25;CLASIFICADO
2026-07-14;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R2;COBRANZA REPARTO 2;DEPOSITO/LOG;E/T;6311167.07;CLASIFICADO
2026-07-14;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R3;COBRANZA REPARTO 3;DEPOSITO/LOG;E/T;1580415.92;CLASIFICADO
2026-07-14;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V24;COBRANZA V24;VENTAS;T;677398.01;CLASIFICADO
2026-07-14;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V28;COBRANZA V28;VENTAS;E/T;332826.96;CLASIFICADO
2026-07-14;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V30;COBRANZA V30;VENTAS;E/T/EC;396929.81;CLASIFICADO
2026-07-14;JULIO26;V. OBLIGADO;EGRESO;GERENCIA;GERENCIA2;MOVIMIENTOS DE BANCO;NEGOCIO;ECHEQ;-26711646.22;CLASIFICADO
2026-07-14;JULIO26;V. OBLIGADO;EGRESO;SERVICIO TERCIARIZADO;ESTEBAN;QUINCENA FLETERO ESTEBAN;DEPOSITO/LOG;E;-968333.0;CLASIFICADO
2026-07-14;JULIO26;V. OBLIGADO;EGRESO;SERVICIO TERCIARIZADO;FEDERICO;QUINCENA FLETERO FEDERICO;DEPOSITO/LOG;E;-737043.0;CLASIFICADO
2026-07-14;JULIO26;V. OBLIGADO;EGRESO;SERVICIO TERCIARIZADO;RODOLFO;QUINCENA FLETERO RODOLFO;DEPOSITO/LOG;E;-835619.0;CLASIFICADO
2026-07-15;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA1;RETIRO DE RECAUDACIÓN;NEGOCIO;E;-800000.0;CLASIFICADO
2026-07-15;JULIO26;CALLAO;EGRESO;GERENCIA;JULIO3;ELECTRICISTA;NEGOCIO;E;-120000.0;CLASIFICADO
2026-07-15;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PALOMA;PALOMA;NEGOCIO;E;-801300.13;CLASIFICADO
2026-07-15;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;E/T;-24320000.0;CLASIFICADO
2026-07-15;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;CANTEROS;JORNAL;DEPOSITO/LOG;E;-70200.0;CLASIFICADO
2026-07-15;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R1;COBRANZA REPARTO 1;DEPOSITO/LOG;E/T;1974428.55;CLASIFICADO
2026-07-15;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R2;COBRANZA REPARTO 2;DEPOSITO/LOG;E/T;4433360.25;CLASIFICADO
2026-07-15;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R3;COBRANZA REPARTO 3;DEPOSITO/LOG;E/T;1816477.0;CLASIFICADO
2026-07-15;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V24;COBRANZA V24;VENTAS;T;436857.16;CLASIFICADO
2026-07-15;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V26;COBRANZA V26;VENTAS;T;277286.47;CLASIFICADO
2026-07-15;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V28;COBRANZA V28;VENTAS;E/T;607195.7;CLASIFICADO
2026-07-15;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V30;COBRANZA V30;VENTAS;E/T/R/ECH;5266196.78;CLASIFICADO
2026-07-15;JULIO26;V. OBLIGADO;EGRESO;GASTOS VARIOS;GASTO7;GASTOS VARIOS NEGOCIO;NEGOCIO;E;-250000.0;CLASIFICADO
2026-07-15;JULIO26;V. OBLIGADO;EGRESO;VEHICULOS COMBUSTIBLE;HIPERGAS2;1 GARRAFA PROPANO 15KG;DEPOSITO/LOG;E;-35554.3;CLASIFICADO
2026-07-16;JULIO26;CALLAO;EGRESO;CONTADOR;CATENA 1;GASTOS MENSUALES ESTUDIO;NEGOCIO;E;-1171000.0;CLASIFICADO
2026-07-16;JULIO26;CALLAO;EGRESO;GASTOS BANCARIOS;TARJETA VISA;VISA COMERCIAL CG;NEGOCIO;E;-600000.0;CLASIFICADO
2026-07-16;JULIO26;CALLAO;EGRESO;GASTOS VARIOS;GASTO1;GASTOS VARIOS ADMIN;ADMINISTRACION;T;-72600.0;CLASIFICADO
2026-07-16;JULIO26;CALLAO;EGRESO;GASTOS VARIOS;GASTO4;GASTOS VARIOS NEGOCIO;NEGOCIO;E;-18000.0;CLASIFICADO
2026-07-16;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA1;RETIRO DE RECAUDACIÓN;NEGOCIO;E;-850000.0;CLASIFICADO
2026-07-16;JULIO26;CALLAO;EGRESO;IMPUESTOS;DREI;DREI;NEGOCIO;T;-1517830.18;CLASIFICADO
2026-07-16;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;ORALI;CUENTA CORRIENTE;NEGOCIO;T;-1598720.01;CLASIFICADO
2026-07-16;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PALOMA;PALOMA;NEGOCIO;E;-801300.14;CLASIFICADO
2026-07-16;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;T;-2750000.0;CLASIFICADO
2026-07-16;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;CANTEROS;JORNAL;DEPOSITO/LOG;E;-70200.0;CLASIFICADO
2026-07-16;JULIO26;CALLAO;EGRESO;SERVICIOS;CLARO;CONECTIVIDAD CLARO;NEGOCIO;T;-567946.33;CLASIFICADO
2026-07-16;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R1;COBRANZA REPARTO 1;DEPOSITO/LOG;E/T;4957270.35;CLASIFICADO
2026-07-16;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R2;COBRANZA REPARTO 2;DEPOSITO/LOG;E/T;5209776.1;CLASIFICADO
2026-07-16;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R3;COBRANZA REPARTO 3;DEPOSITO/LOG;E/T;1178561.99;CLASIFICADO
2026-07-16;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V24;COBRANZA V24;VENTAS;T;1004259.81;CLASIFICADO
2026-07-16;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V26;COBRANZA V26;VENTAS;T;73400.0;CLASIFICADO
2026-07-16;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V28;COBRANZA V28;VENTAS;T;121609.98;CLASIFICADO
2026-07-16;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V30;COBRANZA V30;VENTAS;T;164836.0;CLASIFICADO
2026-07-17;JULIO26;CALLAO;EGRESO;CONTADOR;CATENA 1;GASTOS MENSUALES ESTUDIO;NEGOCIO;E;-1000600.0;CLASIFICADO
2026-07-17;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA1;RETIRO DE RECAUDACIÓN;NEGOCIO;E;-600000.0;CLASIFICADO
2026-07-17;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA2;MOVIMIENTOS DE BANCO;NEGOCIO;T;-400000.0;CLASIFICADO
2026-07-17;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA2;MOVIMIENTOS DE BANCO;NEGOCIO;T;-72000.0;CLASIFICADO
2026-07-17;JULIO26;CALLAO;EGRESO;IMPUESTOS;DBCR 25413;TASA GRAL S/DB;NEGOCIO;T;-253119.02;CLASIFICADO
2026-07-17;JULIO26;CALLAO;EGRESO;IMPUESTOS;IIBB;INGRESOS BRUTOS;NEGOCIO;E;-5816482.85;CLASIFICADO
2026-07-17;JULIO26;CALLAO;EGRESO;MANTENIMIENTO/REPARACIONES;LIMPIEZA;SEMANA LIMPIEZA;NEGOCIO;T;-34000.0;CLASIFICADO
2026-07-17;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;T;-26000000.0;CLASIFICADO
2026-07-17;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;E;-3000000.0;CLASIFICADO
